image,gt,yolo_det,ensemble_masks,vetoed,yolo_tp,yolo_fp,yolo_fn,ensemble_tp,ensemble_fp,ensemble_fn
160053.jpg,1,2,2,0,1,1,0,1,1,0
160057.jpg,2,2,2,0,2,0,0,2,0,0
160059.jpg,2,2,2,0,1,1,1,1,1,1
160062.jpg,3,4,4,0,3,1,0,3,1,0
160064.jpg,1,0,0,0,0,0,1,0,0,1
160072.jpg,3,2,2,0,2,0,1,2,0,1
160081.jpg,2,1,1,0,1,0,1,1,0,1
160087.jpg,2,2,1,1,2,0,0,1,0,1
160096.jpg,3,1,1,0,1,0,2,1,0,2
160098.jpg,1,2,2,0,1,1,0,1,1,0
160115.jpg,3,2,1,1,2,0,1,1,0,2
160119.jpg,2,2,2,0,1,1,1,1,1,1
160127.jpg,1,2,2,0,0,2,1,0,2,1
160131.jpg,2,3,3,0,1,2,1,1,2,1
160133.jpg,2,3,2,1,2,1,0,1,1,1
160135.jpg,1,1,1,0,1,0,0,1,0,0
160155.jpg,2,3,3,0,2,1,0,2,1,0
160156.jpg,1,2,0,2,1,1,0,0,0,1
160163.jpg,2,2,2,0,1,1,1,1,1,1
160167.jpg,3,3,2,1,3,0,0,2,0,1
160175.jpg,1,2,2,0,1,1,0,1,1,0
160180.jpg,4,2,2,0,2,0,2,2,0,2
160186.jpg,2,2,1,1,2,0,0,1,0,1
160199.jpg,1,1,1,0,1,0,0,1,0,0
160205.jpg,5,4,4,0,3,1,2,3,1,2
160209.jpg,4,3,3,0,2,1,2,2,1,2
160226.jpg,1,1,1,0,1,0,0,1,0,0
160227.jpg,1,0,0,0,0,0,1,0,0,1
160257.jpg,2,1,1,0,1,0,1,1,0,1
160259.jpg,1,0,0,0,0,0,1,0,0,1
160260.jpg,1,1,1,0,1,0,0,1,0,0
160270.jpg,1,1,1,0,1,0,0,1,0,0
160275.jpg,2,1,1,0,1,0,1,1,0,1
160278.jpg,1,1,1,0,1,0,0,1,0,0
160279.jpg,1,1,1,0,1,0,0,1,0,0
160287.jpg,2,1,1,0,1,0,1,1,0,1
160290.jpg,1,1,1,0,1,0,0,1,0,0
160297.jpg,1,1,1,0,1,0,0,1,0,0
160300.jpg,1,1,1,0,1,0,0,1,0,0
160302.jpg,4,2,2,0,2,0,2,2,0,2
160317.jpg,1,1,1,0,1,0,0,1,0,0
160325.jpg,1,1,1,0,1,0,0,1,0,0
160334.jpg,2,2,2,0,2,0,0,2,0,0
160337.jpg,2,2,2,0,1,1,1,1,1,1
160338.jpg,2,1,1,0,1,0,1,1,0,1
160348.jpg,2,2,2,0,1,1,1,1,1,1
160355.jpg,3,3,3,0,3,0,0,3,0,0
160363.jpg,1,1,1,0,1,0,0,1,0,0
160364.jpg,2,2,2,0,2,0,0,2,0,0
160372.jpg,1,1,1,0,0,1,1,0,1,1
160389.jpg,3,3,3,0,3,0,0,3,0,0
160398.jpg,2,1,1,0,1,0,1,1,0,1
160401.jpg,3,2,2,0,2,0,1,2,0,1
160420.jpg,1,1,1,0,1,0,0,1,0,0
160422.jpg,2,1,1,0,0,1,2,0,1,2
160430.jpg,1,2,1,1,1,1,0,1,0,0
160431.jpg,1,1,0,1,1,0,0,0,0,1
160454.jpg,2,2,2,0,2,0,0,2,0,0
160465.jpg,3,3,3,0,2,1,1,2,1,1
160472.jpg,2,2,2,0,2,0,0,2,0,0
160477.jpg,2,2,2,0,2,0,0,2,0,0
160479.jpg,5,4,4,0,4,0,1,4,0,1
160499.jpg,3,3,3,0,2,1,1,2,1,1
160500.jpg,1,1,1,0,1,0,0,1,0,0
160501.jpg,1,0,0,0,0,0,1,0,0,1
160502.jpg,3,3,3,0,3,0,0,3,0,0
160507.jpg,3,3,3,0,3,0,0,3,0,0
160527.jpg,2,1,1,0,1,0,1,1,0,1
160536.jpg,2,2,2,0,1,1,1,1,1,1
160537.jpg,3,3,3,0,3,0,0,3,0,0
160541.jpg,1,1,1,0,1,0,0,1,0,0
160547.jpg,2,1,0,1,1,0,1,0,0,2
160561.jpg,2,2,2,0,2,0,0,2,0,0
160563.jpg,1,2,2,0,1,1,0,1,1,0
160564.jpg,1,1,1,0,1,0,0,1,0,0
160568.jpg,4,4,4,0,3,1,1,3,1,1
160572.jpg,2,2,2,0,1,1,1,1,1,1
170001.jpg,2,1,1,0,1,0,1,1,0,1
170023.jpg,3,3,2,1,2,1,1,2,0,1
170031.jpg,3,4,4,0,2,2,1,2,2,1
170043.jpg,2,2,2,0,2,0,0,2,0,0
170044.jpg,2,1,1,0,0,1,2,0,1,2
170055.jpg,2,1,1,0,1,0,1,1,0,1
170065.jpg,1,1,1,0,0,1,1,0,1,1
170069.jpg,3,3,3,0,1,2,2,1,2,2
170075.jpg,2,2,2,0,2,0,0,2,0,0
170076.jpg,1,2,2,0,0,2,1,0,2,1
170084.jpg,1,0,0,0,0,0,1,0,0,1
170087.jpg,4,3,3,0,3,0,1,3,0,1
170092.jpg,2,2,2,0,1,1,1,1,1,1
170109.jpg,2,1,1,0,1,0,1,1,0,1
170111.jpg,1,1,1,0,1,0,0,1,0,0
170113.jpg,2,2,2,0,2,0,0,2,0,0
170126.jpg,2,1,1,0,0,1,2,0,1,2
170129.jpg,1,2,2,0,1,1,0,1,1,0
170130.jpg,2,2,2,0,2,0,0,2,0,0
170137.jpg,2,2,2,0,1,1,1,1,1,1
170139.jpg,2,2,2,0,2,0,0,2,0,0
170141.jpg,2,2,2,0,1,1,1,1,1,1
170149.jpg,1,1,1,0,1,0,0,1,0,0
170151.jpg,2,2,2,0,2,0,0,2,0,0
170153.jpg,2,1,1,0,1,0,1,1,0,1
170155.jpg,2,2,2,0,1,1,1,1,1,1
170161.jpg,2,2,2,0,2,0,0,2,0,0
170163.jpg,3,2,1,1,1,1,2,1,0,2
170172.jpg,1,0,0,0,0,0,1,0,0,1
170179.jpg,2,2,2,0,2,0,0,2,0,0
170185.jpg,2,0,0,0,0,0,2,0,0,2
170190.jpg,2,2,2,0,0,2,2,0,2,2
170193.jpg,1,1,1,0,1,0,0,1,0,0
170195.jpg,1,0,0,0,0,0,1,0,0,1
170196.jpg,1,1,1,0,1,0,0,1,0,0
170199.jpg,1,0,0,0,0,0,1,0,0,1
170211.jpg,1,2,2,0,1,1,0,1,1,0
170214.jpg,1,1,1,0,0,1,1,0,1,1
170218.jpg,5,3,3,0,2,1,3,2,1,3
170237.jpg,2,2,2,0,1,1,1,1,1,1
170243.jpg,3,3,3,0,2,1,1,2,1,1
170244.jpg,1,2,1,1,1,1,0,1,0,0
170248.jpg,2,1,1,0,1,0,1,1,0,1
170254.jpg,2,2,2,0,2,0,0,2,0,0
170259.jpg,2,3,3,0,2,1,0,2,1,0
170264.jpg,3,2,2,0,1,1,2,1,1,2
170268.jpg,2,2,2,0,2,0,0,2,0,0
170275.jpg,2,2,2,0,2,0,0,2,0,0
170277.jpg,2,2,2,0,2,0,0,2,0,0
170285.jpg,3,2,2,0,2,0,1,2,0,1
170288.jpg,3,2,2,0,2,0,1,2,0,1
170289.jpg,1,1,1,0,1,0,0,1,0,0
170292.jpg,3,1,1,0,1,0,2,1,0,2
170296.jpg,3,3,3,0,3,0,0,3,0,0
170297.jpg,2,1,1,0,0,1,2,0,1,2
170304.jpg,1,1,1,0,1,0,0,1,0,0
170305.jpg,3,2,2,0,2,0,1,2,0,1
170309.jpg,4,4,4,0,4,0,0,4,0,0
170312.jpg,3,3,3,0,2,1,1,2,1,1
170321.jpg,3,2,1,1,1,1,2,1,0,2
170333.jpg,1,0,0,0,0,0,1,0,0,1
170340.jpg,2,0,0,0,0,0,2,0,0,2
170345.jpg,2,2,2,0,2,0,0,2,0,0
170349.jpg,2,2,2,0,0,2,2,0,2,2
170373.jpg,4,4,4,0,4,0,0,4,0,0
170379.jpg,1,1,1,0,0,1,1,0,1,1
170386.jpg,1,1,1,0,1,0,0,1,0,0
170398.jpg,1,1,1,0,1,0,0,1,0,0
170404.jpg,2,2,2,0,2,0,0,2,0,0
170414.jpg,1,1,1,0,1,0,0,1,0,0
170418.jpg,2,1,1,0,1,0,1,1,0,1
170436.jpg,1,1,1,0,1,0,0,1,0,0
170444.jpg,1,1,1,0,1,0,0,1,0,0
170448.jpg,2,2,2,0,1,1,1,1,1,1
170450.jpg,2,2,2,0,1,1,1,1,1,1
170462.jpg,3,2,2,0,0,2,3,0,2,3
170466.jpg,2,1,1,0,1,0,1,1,0,1
170481.jpg,2,2,2,0,2,0,0,2,0,0
170483.jpg,3,3,3,0,3,0,0,3,0,0
170485.jpg,5,4,4,0,3,1,2,3,1,2
170486.jpg,3,2,1,1,2,0,1,1,0,2
170491.jpg,2,0,0,0,0,0,2,0,0,2
170503.jpg,1,1,1,0,1,0,0,1,0,0
170509.jpg,1,1,1,0,1,0,0,1,0,0
180004.jpg,1,1,1,0,1,0,0,1,0,0
180015.jpg,1,3,3,0,1,2,0,1,2,0
180016.jpg,1,1,1,0,1,0,0,1,0,0
180022.jpg,1,1,1,0,1,0,0,1,0,0
180029.jpg,2,2,2,0,2,0,0,2,0,0
180046.jpg,2,2,1,1,2,0,0,1,0,1
180047.jpg,2,2,2,0,2,0,0,2,0,0
180049.jpg,4,3,3,0,3,0,1,3,0,1
180051.jpg,2,1,1,0,1,0,1,1,0,1
180054.jpg,3,2,2,0,2,0,1,2,0,1
180059.jpg,3,3,3,0,2,1,1,2,1,1
180061.jpg,2,0,0,0,0,0,2,0,0,2
180069.jpg,2,2,2,0,1,1,1,1,1,1
180072.jpg,2,1,1,0,1,0,1,1,0,1
180077.jpg,4,4,4,0,4,0,0,4,0,0
180080.jpg,2,2,2,0,2,0,0,2,0,0
180088.jpg,3,3,3,0,2,1,1,2,1,1
180090.jpg,1,1,1,0,0,1,1,0,1,1
180095.jpg,2,2,2,0,2,0,0,2,0,0
180108.jpg,2,2,2,0,2,0,0,2,0,0
180123.jpg,4,2,2,0,1,1,3,1,1,3
180127.jpg,3,4,4,0,3,1,0,3,1,0
180149.jpg,2,2,2,0,2,0,0,2,0,0
180162.jpg,3,3,3,0,2,1,1,2,1,1
180168.jpg,2,0,0,0,0,0,2,0,0,2
180199.jpg,3,3,3,0,3,0,0,3,0,0
180200.jpg,1,2,1,1,1,1,0,1,0,0
180207.jpg,7,5,5,0,5,0,2,5,0,2
180214.jpg,1,0,0,0,0,0,1,0,0,1
180215.jpg,3,2,2,0,2,0,1,2,0,1
180218.jpg,2,2,2,0,2,0,0,2,0,0
180219.jpg,4,4,4,0,3,1,1,3,1,1
180230.jpg,1,2,2,0,1,1,0,1,1,0
180240.jpg,2,1,1,0,1,0,1,1,0,1
180245.jpg,5,5,5,0,5,0,0,5,0,0
180264.jpg,2,2,2,0,1,1,1,1,1,1
180267.jpg,1,1,1,0,1,0,0,1,0,0
180275.jpg,4,4,3,1,4,0,0,3,0,1
180276.jpg,1,1,1,0,0,1,1,0,1,1
180296.jpg,1,1,0,1,1,0,0,0,0,1
180297.jpg,2,5,5,0,2,3,0,2,3,0
180305.jpg,3,3,3,0,3,0,0,3,0,0
180333.jpg,4,4,4,0,2,2,2,2,2,2
180337.jpg,3,3,3,0,3,0,0,3,0,0
180350.jpg,4,3,3,0,2,1,2,2,1,2
180352.jpg,2,2,2,0,2,0,0,2,0,0
180353.jpg,2,3,3,0,1,2,1,1,2,1
180368.jpg,2,1,1,0,1,0,1,1,0,1
180369.jpg,2,2,1,1,2,0,0,1,0,1
180372.jpg,4,5,4,1,4,1,0,4,0,0
180378.jpg,2,3,3,0,2,1,0,2,1,0
180404.jpg,1,1,1,0,1,0,0,1,0,0
250005.jpg,2,2,2,0,2,0,0,2,0,0
250010.jpg,1,1,1,0,1,0,0,1,0,0
250022.jpg,3,3,3,0,2,1,1,2,1,1
250023.jpg,3,3,3,0,3,0,0,3,0,0
250029.jpg,2,1,1,0,1,0,1,1,0,1
250059.jpg,1,1,1,0,1,0,0,1,0,0
250079.jpg,1,1,1,0,1,0,0,1,0,0
250084.jpg,1,1,1,0,1,0,0,1,0,0
250090.jpg,1,1,1,0,1,0,0,1,0,0
250113.jpg,3,2,2,0,2,0,1,2,0,1
250116.jpg,4,3,3,0,3,0,1,3,0,1
250122.jpg,1,1,1,0,1,0,0,1,0,0
250123.jpg,1,1,1,0,1,0,0,1,0,0
250130.jpg,1,1,1,0,0,1,1,0,1,1
250150.jpg,3,3,3,0,2,1,1,2,1,1
250157.jpg,1,1,1,0,1,0,0,1,0,0
250161.jpg,1,1,1,0,1,0,0,1,0,0
250165.jpg,3,2,2,0,1,1,2,1,1,2
250182.jpg,1,1,1,0,1,0,0,1,0,0
250185.jpg,1,1,1,0,1,0,0,1,0,0
250190.jpg,4,3,3,0,3,0,1,3,0,1
250196.jpg,2,2,2,0,1,1,1,1,1,1
250204.jpg,1,1,1,0,1,0,0,1,0,0
250207.jpg,1,1,1,0,1,0,0,1,0,0
250209.jpg,1,1,1,0,0,1,1,0,1,1
250215.jpg,1,1,1,0,1,0,0,1,0,0
250229.jpg,2,2,2,0,1,1,1,1,1,1
250233.jpg,2,1,1,0,1,0,1,1,0,1
250240.jpg,1,1,1,0,1,0,0,1,0,0
250243.jpg,1,1,1,0,1,0,0,1,0,0
250245.jpg,2,2,2,0,2,0,0,2,0,0
250246.jpg,4,5,5,0,4,1,0,4,1,0
250247.jpg,1,1,1,0,1,0,0,1,0,0
250251.jpg,1,1,1,0,1,0,0,1,0,0
250255.jpg,1,1,1,0,1,0,0,1,0,0
250258.jpg,2,1,1,0,1,0,1,1,0,1
250265.jpg,2,2,2,0,2,0,0,2,0,0
250268.jpg,1,1,1,0,1,0,0,1,0,0
250272.jpg,1,1,1,0,0,1,1,0,1,1
250284.jpg,2,0,0,0,0,0,2,0,0,2
250285.jpg,3,3,2,1,3,0,0,2,0,1
250297.jpg,1,1,1,0,1,0,0,1,0,0
250309.jpg,1,1,1,0,1,0,0,1,0,0
250326.jpg,3,2,2,0,2,0,1,2,0,1
250333.jpg,2,2,1,1,2,0,0,1,0,1
250337.jpg,2,2,2,0,2,0,0,2,0,0
250347.jpg,1,1,1,0,1,0,0,1,0,0
250354.jpg,3,3,3,0,2,1,1,2,1,1
250371.jpg,1,1,1,0,1,0,0,1,0,0
250375.jpg,2,2,2,0,2,0,0,2,0,0
250376.jpg,2,2,2,0,1,1,1,1,1,1
250378.jpg,2,2,2,0,2,0,0,2,0,0
250392.jpg,1,1,1,0,0,1,1,0,1,1
250399.jpg,1,1,1,0,0,1,1,0,1,1
250400.jpg,1,0,0,0,0,0,1,0,0,1
250411.jpg,2,3,3,0,2,1,0,2,1,0
